dataset_index,cid,gt_atom_count,pred_atom_count,atom_xy_mae,bond_map_mae,type_map_mae,atom_center_score_r3,typed_center_score_r3,type_top1_local_acc_r3,atom_type_macro_f1_2d,ch_collapse_rate_2d,pred_object_score,pred_object_3d_score,pred_object_count_mae,pred_object_count_score,pred_object_center_score,pred_object_type_acc,pred_object_macro_f1,pred_object_hetero_f1,pred_object_edge_f1,pred_object_edge_f1_robust,pred_object_match_coverage_robust,pred_object_graph_score,pred_object_heavy_rmsd,pred_object_z_mae,figure_path
33,99499,18,22,0.348796010017395,0.36539214849472046,0.45150119066238403,0.6817538572682275,0.32544219493865967,0.1111111111111111,0.07619047619047618,0.0,0.3735872629377636,0.6672759945201552,4.0,0.8181818181818181,0.6192605698650534,0.16666666666666666,0.09276437847866419,0.3333333333333333,0.5483870967741935,0.7142857142857143,0.3888888888888889,0.4817004807788217,0.10261883586645126,0.000722222204785794,
34,9949923,40,64,0.4193708300590515,0.41647738218307495,0.4612416625022888,0.6337743192911148,0.2759393181651831,0.05,0.02380952380952381,0.0,0.25819819651971054,0.5532151744637709,24.0,0.625,0.5671303551644087,0.05,0.026666666666666672,0.18461538461538463,0.4528301886792453,0.8,0.2,0.3569969762941461,0.08544681966304779,0.38809525966644287,
35,995,24,48,0.3511803150177002,0.3679577708244324,0.4508892893791199,0.6439382781585058,0.2749894770483176,0.16666666666666666,0.07407407407407408,0.0,0.2592889009354015,0.6985263455806611,24.0,0.5,0.5607780187080303,0.125,0.049999999999999996,0.0,0.575,0.6666666666666667,0.75,0.33625,0.03443172201514244,0.00040416669799014926,
36,99500,21,24,0.3595523238182068,0.373358815908432,0.45115789771080017,0.6773711130732581,0.29395515507175807,0.14285714285714285,0.14393939393939395,0.0,0.3346575557408588,0.6193676152956628,3.0,0.875,0.5900558767219385,0.14285714285714285,0.11428571428571428,0.19999999999999998,0.4266666666666667,0.8,0.23809523809523808,0.43094047619047615,0.09862183779478073,0.17220956087112427,
37,99500817,51,64,0.38551944494247437,0.3889974355697632,0.4527396261692047,0.6139455291570401,0.255949690061457,0.11764705882352941,0.048979591836734684,0.0,0.31510657759942967,0.5924109411448366,13.0,0.796875,0.6182910976931453,0.17647058823529413,0.06250000000000001,0.1702127659574468,0.41255605381165916,0.8571428571428571,0.2549019607843137,0.39015592202557003,0.14144597947597504,0.0754956528544426,
38,99503,25,46,0.3562628924846649,0.3711414337158203,0.4516710638999939,0.6465371870994567,0.2756830787658691,0.16,0.07017543859649121,0.0,0.2615551496161889,0.6850121091966714,21.0,0.5434782608695652,0.5736840827309567,0.08,0.031746031746031744,0.0,0.625,0.8666666666666666,0.64,0.3609687715665976,0.05375488102436066,7.520001236116514e-05,
39,9950323,39,64,0.3692091405391693,0.3786470293998718,0.4517241418361664,0.6235923163401775,0.2827866589411711,0.1794871794871795,0.08508732646663682,0.0,0.3152868746113702,0.6541849003908531,25.0,0.609375,0.5721675651147962,0.23076923076923078,0.07595549104983067,0.16216216216216217,0.4903225806451613,0.9090909090909091,0.3333333333333333,0.371580183868205,0.07450815290212631,0.09508298337459564,
40,99503700,52,64,0.38345423340797424,0.3864889144897461,0.45379847288131714,0.5630973514456016,0.23089334282737511,0.11538461538461539,0.0670995670995671,0.0,0.31236110006796064,0.5843396076417987,12.0,0.8125,0.532163180410862,0.15384615384615385,0.04664723032069971,0.2173913043478261,0.41739130434782606,0.7368421052631579,0.23076923076923078,0.40201966345544426,0.1285366266965866,0.15333771705627441,
41,9950449,39,62,0.3773457407951355,0.38440045714378357,0.452735036611557,0.6685255949313824,0.2900129766800465,0.10256410256410256,0.047619047619047616,0.0,0.2974988866113736,0.6597605428559546,23.0,0.6290322580645161,0.6047625224436483,0.1282051282051282,0.04761904761904762,0.1568627450980392,0.5390070921985816,1.0,0.3076923076923077,0.38680690532905,0.07407155632972717,0.04695542901754379,
42,99507,22,57,0.39495569467544556,0.39194050431251526,0.456669420003891,0.6205904212864962,0.24679752439260483,0.045454545454545456,0.03333333333333333,0.0,0.26253881181497857,0.6057076010408593,35.0,0.38596491228070173,0.5398655716787305,0.045454545454545456,0.0196078431372549,0.2222222222222222,0.6451612903225806,0.888888888888889,0.4090909090909091,0.3706636927549741,0.048607196658849716,0.3243367373943329,
